Host,Parasite
Aramus guarauna,Amidostomum acutum
Aythya collaris,Amidostomum acutum
Fulica americana,Amidostomum fulicae
Gallinula chloropus,Amidostomum quasifulicae
Felis catus,Ancylostoma brasiliense
Lynx rufus,Ancylostoma brasiliense
Lynx rufus,Ancylostoma caninum
Urocyon cinereoargenteus,Ancylostoma caninum
Ursus americanus,Ancylostoma caninum
Puma concolor,Ancylostoma pluridentatum
Lynx rufus,Ancylostoma pluridentatum
Lynx rufus,Ancylostoma tubaeforme
Eudocimus albus,Ancyracanthopsis coronata
Numenius phaeopus,Ancyracanthopsis winegardi
Oryzomys palustris,Angiostrongylus schmidti
Colinus virginianus,Aproctella stoddardi
Columbina passerina,Aproctella stoddardi
Melanerpes carolinus,Aproctella stoddardi
Meleagris gallopavo,Aproctella stoddardi
Zenaida asiatica,Aproctella stoddardi
Zenaida macroura,Aproctella stoddardi
Streptopelia decaocto,Ascaridia columbae
Zenaida asiatica,Ascaridia columbae
Zenaida macroura,Ascaridia columbae
Colinus virginianus,Ascaridia compar
Meleagris gallopavo,Ascaridia dissimilis
Colinus virginianus,Ascaridia galli
Meleagris gallopavo,Ascaridia galli
Grus americana,Ascaridia pterophora
Anolis sagrei,Atractis penneri
Meleagris gallopavo,Aulonocephalus pennula
Ardea alba,Avioserpens galliardi
Buteo jamaicensis,Avioserpens galliardi
Sciurus niger,Bohmiella wilsoni
Anas fulvigula,Capillaria anatis
Mycteria americana,Capillaria avellari
Phalacrocorax auritus,Capillaria carbonis
Calidris canutus,Capillaria cecumitis
Anas fulvigula,Capillaria contorta
Aythya collaris,Capillaria contorta
Buteo jamaicensis,Capillaria contorta
Buteo lineatus,Capillaria contorta
Eudocimus albus,Capillaria contorta
Haliaeetus leucocephalus,Capillaria contorta
Nycticorax nycticorax,Capillaria contorta
Pelecanus occidentalis,Capillaria contorta
Bubo virginianus,Capillaria falconis
Buteo jamaicensis,Capillaria falconis
Buteo lineatus,Capillaria falconis
Haliaeetus leucocephalus,Capillaria falconis
Pandion haliaetus,Capillaria falconis
Strix varia,Capillaria falconis
Oryzomys palustris,Capillaria forresteri
Fulica americana,Capillaria fulicae
Gallinula chloropus,Capillaria fulicae
Grus americana,Capillaria fulicae
Oryzomys palustris,Capillaria gastrica
Oryzomys palustris,Capillaria hepatica
Peromyscus gossypinus,Capillaria hepatica
Podomys floridanus,Capillaria hepatica
Ardea alba,Capillaria herodiae
Ardea herodias,Capillaria herodiae
Notophthalmus viridescens,Capillaria inequalis
Dryocopus pileatus,Capillaria longistriata
Platalea ajaja,Capillaria mergi
Egretta caerulea,Capillaria mergi
Gavia immer,Capillaria mergi
Mycteria americana,Capillaria mergi
Pelecanus erythrorhynchos,Capillaria mergi
Pelecanus occidentalis,Capillaria mergi
Ardea herodias,Capillaria obsignata
Colinus virginianus,Capillaria obsignata
Meleagris gallopavo,Capillaria obsignata
Zenaida asiatica,Capillaria obsignata
Zenaida macroura,Capillaria obsignata
Podilymbus podiceps,Capillaria podicipitis
Bubo virginianus,Capillaria tenuissima
Strix varia,Capillaria tenuissima
Charadrius vociferus,Capillaria vanelli
Accipiter cooperii,Cardiofilaria pavlovskyi
Aphelocoma coerulescens,Cardiofilaria pavlovskyi
Butorides virescens,Cardiofilaria pavlovskyi
Corvus ossifragus,Cardiofilaria pavlovskyi
Grus canadensis,Cardiofilaria pavlovskyi
Molothrus ater,Cardiofilaria pavlovskyi
Pandion haliaetus,Cardiofilaria pavlovskyi
Peromyscus gossypinus,Carolinensis peromysci
Peromyscus polionotus,Carolinensis peromysci
Podomys floridanus,Carolinensis peromysci
Bubo virginianus,Chandlerella longigutturata
Strix varia,Chandlerella longigutturata
Ardea alba,Chandleronema longigutturata
Ardea herodias,Chandleronema longigutturata
Botaurus lentiginosus,Chandleronema longigutturata
Bubo virginianus,Chandleronema longigutturata
Buteo jamaicensis,Chandleronema longigutturata
Butorides virescens,Chandleronema longigutturata
Egretta caerulea,Chandleronema longigutturata
Grus americana,Chandleronema longigutturata
Haliaeetus leucocephalus,Chandleronema longigutturata
Mycteria americana,Chandleronema longigutturata
Strix varia,Chandleronema longigutturata
Charadrius semipalmatus,Chevreuxia americana
Sciurus niger,Citellinema bifurcatum
Anhinga anhinga,Contracaecum caballeroi
Anhinga anhinga,Contracaecum microcephalum
Ardea herodias,Contracaecum microcephalum
Butorides virescens,Contracaecum microcephalum
Egretta caerulea,Contracaecum microcephalum
Egretta tricolor,Contracaecum microcephalum
Haliaeetus leucocephalus,Contracaecum microcephalum
Pelecanus occidentalis,Contracaecum microcephalum
Nyctanassa violacea,Contracaecum micropapillatum
Pelecanus erythrorhynchos,Contracaecum micropapillatum
Platalea ajaja,Contracaecum multipapillatum
Anhinga anhinga,Contracaecum multipapillatum
Ardea herodias,Contracaecum multipapillatum
Butorides virescens,Contracaecum multipapillatum
Egretta caerulea,Contracaecum multipapillatum
Egretta rufescens,Contracaecum multipapillatum
Egretta thula,Contracaecum multipapillatum
Falco peregrinus,Contracaecum multipapillatum
Grus americana,Contracaecum multipapillatum
Haliaeetus leucocephalus,Contracaecum multipapillatum
Mycteria americana,Contracaecum multipapillatum
Pandion haliaetus,Contracaecum multipapillatum
Pelecanus occidentalis,Contracaecum multipapillatum
Phalacrocorax auritus,Contracaecum multipapillatum
Pandion haliaetus,Contracaecum pandionis
Anhinga anhinga,Contracaecum rudolphii
Egretta rufescens,Contracaecum rudolphii
Fregata magnificens,Contracaecum rudolphii
Haliaeetus leucocephalus,Contracaecum rudolphii
Pelecanus erythrorhynchos,Contracaecum rudolphii
Pelecanus occidentalis,Contracaecum rudolphii
Platalea ajaja,Cosmocephalus obvelatus
Ardea alba,Cosmocephalus obvelatus
Ardea herodias,Cosmocephalus obvelatus
Gavia immer,Cosmocephalus obvelatus
Mycteria americana,Cosmocephalus obvelatus
Pelecanus occidentalis,Cosmocephalus obvelatus
Hyla cinerea,Cosmocercella haberi
Accipiter cooperii,Cyathostoma americanum
Buteo jamaicensis,Cyathostoma americanum
Gavia immer,Cyathostoma pheniscus
Pelecanus occidentalis,Cyathostoma pheniscus
Grus americana,Cyathostoma variegatum
Grus canadensis,Cyathostoma variegatum
Colinus virginianus,Cyrnea colini
Falco peregrinus,Cyrnea semilunaris
Sceloporus woodi,Cyrtosomum penneri
Ardea alba,Desmidocercella numidica
Lanius ludovicianus,Dicheilonema cylindrica
Sciurus niger,Dipetalonema interstitium
Procyon lotor,Dipetalonema procyonis
Agelaius phoeniceus,Diplotriaena agelaius
Sturnella magna,Diplotriaena agelaius
Melanerpes carolinus,Diplotriaena americana
Aphelocoma coerulescens,Diplotriaena multituberculata
Aphelocoma coerulescens,Diplotriaenoides hepaticus
Colinus virginianus,Diplotriaenoides minutus
Felis nigripes,Dirofilaria immitis
Lynx rufus,Dirofilaria immitis
Urocyon cinereoargenteus,Dirofilaria immitis
Ursus americanus,Dirofilaria immitis
Anas fulvigula,Echinuria uncinata
Aythya collaris,Echinuria uncinata
Branta canadensis,Epomidiostomum crami
Anas fulvigula,Epomidiostomum uncinatum
Haliaeetus leucocephalus,Eucoleus contortus
Grus americana,Eucoleus obtusiuscula
Platalea ajaja,Eustrongylides ignotus
Butorides virescens,Eustrongylides ignotus
Egretta caerulea,Eustrongylides ignotus
Egretta thula,Eustrongylides ignotus
Egretta tricolor,Eustrongylides ignotus
Eudocimus albus,Eustrongylides ignotus
Mycteria americana,Eustrongylides ignotus
Pelecanus erythrorhynchos,Eustrongylides ignotus
Bubo virginianus,Excisa excisiformis
Strix varia,Excisa excisiformis
Apalone ferox,Falcaustra affinis
Siren lacertina,Falcaustra catesbeianae
Ardea alba,Filaria dentata
Quiscalus major,Filaria obtunsa
Eudocimus albus,Gnathostoma procyonis
Colinus virginianus,Gongylonema ingluvicola
Sciurus niger,Gongylonema pulchrum
Colinus virginianus,Habronema bialatum
Anas fulvigula,Hadjelia neglecta
Grus americana,Hadjelia neglecta
Odocoileus virginianus,Haemonchus similis
Oryzomys palustris,Hassalstrongylus forresteri
Oryzomys palustris,Hassalstrongylus lichtenfelsi
Oryzomys palustris,Hassalstrongylus musculi
Sciurus niger,Heligmodendrium hassalli
Colinus virginianus,Heterakis gallinarum
Meleagris gallopavo,Heterakis gallinarum
Colinus virginianus,Heterakis isolonche
Colinus virginianus,Heterakis vesicularis
Fulica americana,Hystrichis tricolor
Gallinula chloropus,Hystrichis tricolor
Grus americana,Hystrichis tricolor
Coluber constrictor,Kalicephalus agkistrodontis
Drymarchon corais,Kalicephalus appendiculatus
Drymarchon corais,Kalicephalus inermis
Tantilla relicta,Kalicephalus inermis
Coluber constrictor,Kalicephalus parvus
Drymarchon corais,Kalicephalus rectiphilus
Podomys floridanus,Litomosoides carinii
Oryzomys palustris,Litomosoides scotti
Procyon lotor,Mansonella llewellyni
Oryzomys palustris,Mastophorus muris
Pelecanus erythrorhynchos,Microtetrameres pelecani
Canis latrans,Molineus barbatus
Puma concolor,Molineus barbatus
Urocyon cinereoargenteus,Molineus barbatus
Ursus americanus,Molineus barbatus
Vulpes vulpes,Molineus barbatus
Tadarida brasiliensis,Molinostrongylus delicatus
Columbina passerina,Ornithostrongylus quadriradiatus
Zenaida macroura,Ornithostrongylus quadriradiatus
Sceloporus woodi,Oswaldocruzia pipiens
Gavia immer,Paracuaria adunca
Pelecanus erythrorhynchos,Paracuaria adunca
Pelecanus occidentalis,Paracuaria tridentata
Rhineura floridana,Paradollfusnema telfordi
Eumeces egregius,Parapharyngodon ocalaensis
Neoseps reynoldsi,Parapharyngodon ocalaensis
Tantilla relicta,Parapharyngodon ocalaensis
Oryzomys palustris,Parastrongylus schmidti
Ardea herodias,Paronchocerca tonkinensis
Botaurus lentiginosus,Paronchocerca tonkinensis
Buteo platypterus,Physaloptera acuticauda
Falco peregrinus,Physaloptera acuticauda
Buteo jamaicensis,Physaloptera buteonis
Sciurus niger,Physaloptera massino
Drymarchon corais,Physaloptera obtussima
Urocyon cinereoargenteus,Physaloptera rara
Vulpes vulpes,Physaloptera rara
Sceloporus woodi,Physaloptera squamatae
Buteo jamaicensis,Physocephalus sexalatus
Lanius ludovicianus,Physocephalus sexalatus
Accipiter striatus,Porrocaecum angusticolle
Buteo jamaicensis,Porrocaecum angusticolle
Buteo platypterus,Porrocaecum angusticolle
Piranga rubra,Porrocaecum angusticolle
Anas fulvigula,Porrocaecum crassum
Accipiter cooperii,Porrocaecum depressum
Buteo jamaicensis,Porrocaecum depressum
Strix varia,Porrocaecum depressum
Tyto alba,Porrocaecum depressum
Ardea herodias,Porrocaecum reticulatum
Lanius ludovicianus,Porrocaecum semiteres
Accipiter striatus,Procyrnea mansioni
Buteo jamaicensis,Procyrnea mansioni
Buteo lineatus,Procyrnea mansioni
Buteo platypterus,Procyrnea mansioni
Falco peregrinus,Procyrnea mansioni
Melanerpes carolinus,Procyrnea pileata
Melanerpes carolinus,Pseudaprocta samueli
Oryzomys palustris,Pterygodermatites ondatrae
Peromyscus gossypinus,Pterygodermatites peromysci
Peromyscus polionotus,Pterygodermatites peromysci
Podomys floridanus,Pterygodermatites peromysci
Sceloporus woodi,Salobrella intermedia
Eudocimus albus,Sciadiocara chabaudi
Gallinula chloropus,Sciadiocara chabaudi
Anas fulvigula,Sciadiocara rugosa
Gavia immer,Sciadiocara rugosa
Eudocimus albus,Sciadiocara umbellifera
Calonectris diomedea,Seuratia shipleyi
Meleagris gallopavo,Singhfilaria hayesi
Phalacrocorax auritus,Skrjabinocara squamata
Oryzomys palustris,Skrjabinoclava kinsellai
Calidris alpina,Skrjabinoclava pusillae
Calidris mauri,Skrjabinoclava pusillae
Eudocimus albus,Skrjabinoclava thapari
Oryzomys palustris,Skrjabinoclava thapari
Anolis carolinensis,Skrjabinoptera phrynosoma
Canis latrans,Spirocerca lupi
Lynx rufus,Spirocerca lupi
Urocyon cinereoargenteus,Spirocerca lupi
Apalone ferox,Spiroxys amydae
Aythya collaris,Splendidofilaria fallisensis
Gavia immer,Splendidofilaria fallisensis
Gavia immer,Stegophorus diomedeae
Puffinus gravis,Stegophorus diomedeae
Puffinus gravis,Stegophorus stellaepolaris
Haematopus palliatus,Stellocaronema skrjabini
Anas fulvigula,Streptocara crassicauda
Aythya collaris,Streptocara crassicauda
Falco peregrinus,Streptocara crassicauda
Gavia immer,Streptocara crassicauda
Gavia immer,Streptocara formosensis
Gavia immer,Streptocara formosus
Meleagris gallopavo,Strongyloides avium
Sciurus niger,Strongyloides robustus
Sceloporus woodi,Strongyluris rubra
Athene cunicularia,Subulura forcipata
Coccyzus americanus,Subulura reclinata
Eudocimus albus,Syngamus trachea
Grus canadensis,Syngamus trachea
Phalacrocorax auritus,Syngamus trachea
Bubo virginianus,Synhimantus affinis
Accipiter cooperii,Synhimantus hamatus
Buteo jamaicensis,Synhimantus hamatus
Buteo lineatus,Synhimantus hamatus
Buteo platypterus,Synhimantus hamatus
Falco peregrinus,Synhimantus hamatus
Bubo virginianus,Synhimantus laticeps
Falco peregrinus,Synhimantus laticeps
Platalea ajaja,Synhimantus magnipapillatus
Glaucomys volans,Syphabulea thompsoni
Oryzomys palustris,Syphacia oryzomyos
Sciurus niger,Syphacia thompsoni
Peromyscus gossypinus,Syphacia peromysci
Peromyscus polionotus,Syphacia peromysci
Podomys floridanus,Syphacia peromysci
Drymarchon corais,Terranova caballeroi
Accipiter striatus,Tetrameres accipiter
Buteo jamaicensis,Tetrameres accipiter
Colinus virginianus,Tetrameres americana
Ardea herodias,Tetrameres ardamericanus
Calidris canutus,Tetrameres calidris
Bubulcus ibis,Tetrameres cochleare
Columba livia,Tetrameres columbicola
Zenaida asiatica,Tetrameres columbicola
Zenaida macroura,Tetrameres columbicola
Anas fulvigula,Tetrameres crami
Fulica americana,Tetrameres globosa
Gallinula chloropus,Tetrameres globosa
Grus canadensis,Tetrameres grusi
Podilymbus podiceps,Tetrameres gubanovi
Pelecanus occidentalis,Tetrameres inerme
Platalea ajaja,Tetrameres micropensis
Colinus virginianus,Tetrameres pattersoni
Elanoides forficatus,Tetrameres robusta
Strix varia,Tetrameres strigiphila
Eudocimus albus,Tetrameres williamsi
Grus americana,Tetrameres williamsi
Accipiter cooperii,Tetrameres sp.
Buteo lineatus,Tetrameres sp.
Pteropus hypomelanus,Toxocara pteropodis
Oryzomys palustris,Trichostrongylus affinis
Peromyscus gossypinus,Trichostrongylus affinis
Peromyscus polionotus,Trichostrongylus affinis
Podomys floridanus,Trichostrongylus affinis
Podomys floridanus,Trichostrongylus calcaratus
Sciurus niger,Trichostrongylus calcaratus
Branta canadensis,Trichostrongylus cramae
Colinus virginianus,Trichostrongylus cramae
Grus canadensis,Trichostrongylus cramae
Meleagris gallopavo,Trichostrongylus cramae
Oryzomys palustris,Trichostrongylus sigmodontis
Colinus virginianus,Trichostrongylus tenuis
Melanerpes carolinus,Tridentocapillaria tridens
Rallus longirostris,Uncinaria -like
Coccyzus americanus,Viguiera coccyzae
Cyanocitta cristata,Viguiera pari
Quiscalus major,Viktorocara garridoi
Haematopus palliatus,Viktorocara limosae
Alectoris graeca,Acuaria hamulosa
Cervus elaphus,Ashworthius gagarini
Cervus elaphus,Ashworthius sidemi
Rupicapra rupicapra,Bunostomum trigonocephalum
Prunella modularis,Capillaria rigidula
Rupicapra rupicapra,Chabertia ovina
Ovis aries,Cooperia oncophora
Capra hircus,Cooperia punctata
Rupicapra rupicapra,Cooperia punctata
Rupicapra rupicapra,Cystocaulus ocreatus
Rupicapra rupicapra,Dictyocaulus filaria
Bos taurus,Dictyocaulus viviparus
Pica pica,Echinocoleus cyanopicae
Martes foina,Filaria martis
Rupicapra pyrenaica,Haemonchus contortus
Rupicapra rupicapra,Haemonchus contortus
Alectoris graeca,Heterakis gallinarum
Rupicapra rupicapra,Marshallagia marshalli
Rupicapra pyrenaica,Marshallagia occidentalis
Rupicapra rupicapra,Marshallagia occidentalis
Rupicapra rupicapra,Nematodirus abnormalis
Rupicapra rupicapra,Nematodirus battus
Rupicapra pyrenaica,Nematodirus chabaudi
Rupicapra rupicapra,Nematodirus davtiani
Ovis aries,Nematodirus europaeus
Rupicapra pyrenaica,Nematodirus filicollis
Rupicapra rupicapra,Nematodirus helvetianus
Rupicapra rupicapra,Nematodirus hugonnetae
Rupicapra rupicapra,Nematodirus ibicis
Rupicapra rupicapra,Nematodirus oiratianus
Rupicapra rupicapra,Nematodirus rupicaprae
Uranomys ruddi,Neoheligmonella tranieri
Rupicapra rupicapra,Oesophagostomum radiatum
Rupicapra rupicapra,Oesophagostomum venulosum
Rupicapra pyrenaica,Ostertagia circumcincta
Rupicapra rupicapra,Ostertagia circumcincta
Ovis aries,Ostertagia lasensis
Rupicapra rupicapra,Ostertagia lasensis
Rupicapra rupicapra,Ostertagia lyrata
Rupicapra pyrenaica,Ostertagia marshalli
Rupicapra rupicapra,Ostertagia ostertagi
Rupicapra pyrenaica,Ostertagia trifurcata
Rupicapra rupicapra,Ostertagia trifurcata
Meles meles,Oswaldocruzia goezei
Natrix maura,Paracapillaria sonsinoi
Meles meles,Porrocaecum ensicaudatum
Oryctolagus cuniculus,Protostrongylus pulmonalis
Rupicapra rupicapra,Protostrongylus rufescens
Rupicapra pyrenaica,Protostrongylus rupicaprae
Rupicapra rupicapra,Protostrongylus rupicaprae
Myotis emarginatus,Rictularia affinis
Miniopterus schreibersii,Riouxgolvania rhinolophi
Rhinolophus euryale,Riouxgolvania rhinolophi
Rupicapra rupicapra,Skrjabinema ovis
Rupicapra rupicapra,Skrjabinema parva
Capra hircus,Skrjabinema rupicaprae
Rupicapra rupicapra,Skrjabinema rupicaprae
Sorex araneus,Soboliphyme soricis
Rupicapra pyrenaica,Spiculocaulus austriacus
Rupicapra rupicapra,Spiculocaulus austriacus
Sorex araneus,Stammerinema rhopalocephala
Rupicapra rupicapra,Teladorsagia circumcincta
Rupicapra rupicapra,Teladorsagia davtiani
Ovis aries,Trichostrongylus axei
Rupicapra rupicapra,Trichostrongylus axei
Rupicapra pyrenaica,Trichostrongylus capricola
Rupicapra rupicapra,Trichostrongylus capricola
Oryctolagus cuniculus,Trichostrongylus colubriformis
Rupicapra pyrenaica,Trichostrongylus vitrinus
Rupicapra rupicapra,Trichostrongylus vitrinus
Arvicola sapidus,Trichuris arvicolae
Microtus agrestis,Trichuris arvicolae
Microtus arvalis,Trichuris arvicolae
Capra hircus,Trichuris cervicaprae
Rupicapra rupicapra,Trichuris cervicaprae
Rupicapra rupicapra,Trichuris discolor
Rupicapra rupicapra,Trichuris globulosa
Rupicapra rupicapra,Trichuris ovis
Rupicapra rupicapra,Trichuris rupicaprae
Capra hircus,Trichuris skrjabini
Ovis aries,Trichuris skrjabini
Rupicapra rupicapra,Trichuris skrjabini
Choloepus didactylus,Chabfilaria jonathani
Alouatta seniculus,Mansonella sp.
Saguinus midas,Mansonella sp.
Saguinus midas,Molineus midas
Hoplobatrachus tigerinus,Oswaldocruzia albareti
Leptodactylus pentadactylus,Oswaldocruzia albareti
Hoplobatrachus tigerinus,Oswaldocruzia lescurei
Tapirus terrestris,Tapironema coronatum
Conolophus subcristatus,Alaeuris conolophi
Conolophus subcristatus,Alaeuris galapagensis
Conolophus subcristatus,Alaeuris labicula
Procyon lotor,Acanthocheilonema procyonis
Glaucomys volans,Citellinema bifurcatum
Didelphis virginiana,Cruzia americana
Urocyon cinereoargenteus,Dracunculus insignis
Didelphis virginiana,Gnathostoma didelphis
Odocoileus virginianus,Haemonchus contortus
Didelphis virginiana,Longistriata didelphis
Odocoileus virginianus,Ostertagia ostertagi
Didelphis virginiana,Physaloptera turgida
Glaucomys volans,Strongyloides robustus
Glaucomys volans,Syphacia thompsoni
Lynx rufus,Trichinella murrelli
Odocoileus virginianus,Trichostrongylus dosteri
Didelphis virginiana,Trichuris didelphis
Didelphis virginiana,Viannaia hamata
